loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-100924,B-71656,Auto,2019-08-04,2049-02-27,371753.65,185775.2,0.0916,360,ID,Debt Consolidation,A,5 years,<50k,Default,181,Beta Loan Servicers,2019-12-16,2024-04-09,Expired,OriginatePro
L-100925,B-85041,Personal,2023-07-06,2053-01-29,120762.93,53234.28,0.1292,360,OH,Home Improvement,A,16 years,50k-100k,Charged Off,112,Delta Financial,2023-09-03,2024-06-08,Expired,Legacy
L-100926,B-74595,Student,2022-07-08,2025-06-22,229518.99,151503.01,0.0783,36,NY,Home Improvement,D,16 years,50k-100k,Closed,0,Alpha Servicing,2023-08-15,2024-01-13,Missing,Legacy
L-100927,B-96364,Mortgage,2020-01-10,2024-12-14,316441.59,114650.74,0.0491,60,MT,Other,G,11 years,<50k,Closed,0,Gamma Collections,2021-08-14,2024-08-04,Pending,Manual
L-100928,B-84636,Mortgage,2018-10-26,2023-09-30,41012.87,22823.44,0.0693,60,MT,Major Purchase,G,19 years,<50k,Charged Off,182,Gamma Collections,2019-07-23,2024-07-20,Pending,Legacy
L-100929,B-30753,Mortgage,2018-06-04,2028-04-12,400200.62,344620.75,0.113,120,IA,Other,G,17 years,>150k,Fully Paid,0,Gamma Collections,2019-12-05,2024-05-21,Missing,LendingWeb
L-100930,B-89376,Personal,2023-09-29,2026-09-13,325399.02,326399.02,0.0842,36,OH,Medical Expenses,D,1 years,>150k,Current,0,Gamma Collections,2026-05-31,2024-03-08,Expired,Manual
L-100931,B-61183,Student,2020-03-13,2025-02-15,17977.86,10651.28,0.063,60,WY,Debt Consolidation,E,2 years,>150k,Default,187,Delta Financial,2021-05-10,2024-03-28,Expired,Manual
L-100932,B-30173,Mortgage,2021-08-04,2026-07-09,249484.04,174591.82,0.1249,60,OH,Credit Card Refinancing,F,16 years,<50k,Default,195,Beta Loan Servicers,2023-08-02,2024-04-12,Available,LendingWeb
L-100933,B-13918,Personal,2022-05-18,2051-12-12,365205.86,133483.31,0.0848,360,AZ,Debt Consolidation,F,3 years,50k-100k,Late (31-120 days),169,Beta Loan Servicers,2024-08-22,2024-06-28,Pending,LendingWeb
L-100934,B-42926,Mortgage,2023-11-15,2053-06-10,233039.48,96770.48,0.0468,360,SC,Credit Card Refinancing,B,20 years,50k-100k,Fully Paid,0,Beta Loan Servicers,2025-11-13,2024-05-26,Expired,OriginatePro
L-100935,B-35502,Auto,2021-10-25,2051-05-21,86388.66,14140.58,0.1117,360,MA,Home Improvement,E,10 years,>150k,Late (16-30 days),30,Gamma Collections,2022-12-27,2024-03-19,Missing,Manual
L-100936,B-87217,Mortgage,2020-06-29,2030-05-08,267221.76,193828.25,0.0744,120,IA,Medical Expenses,A,17 years,>150k,Late (31-120 days),124,Alpha Servicing,2022-05-21,2024-08-17,Pending,Manual
L-100937,B-83227,Personal,2018-03-06,2028-01-13,379214.01,-500.0,0.0645,120,KY,Home Improvement,A,6 years,100k-150k,Fully Paid,0,Alpha Servicing,2020-09-19,2024-02-27,Available,Manual
L-100938,B-88512,Student,2019-11-07,2022-10-22,103578.17,79384.34,0.07,36,KS,Credit Card Refinancing,G,1 years,<50k,Closed,0,Gamma Collections,2020-07-09,2024-07-10,Available,LendingWeb
L-100939,B-48489,Student,2019-03-17,2029-01-23,414661.67,108574.08,0.056,120,ID,Credit Card Refinancing,E,6 years,>150k,Default,165,Alpha Servicing,2019-12-15,2024-07-15,Pending,Legacy
L-100940,B-12104,Personal,2019-09-06,2022-08-21,145322.01,104022.58,0.0405,36,WY,Credit Card Refinancing,B,14 years,>150k,Charged Off,166,Alpha Servicing,2021-09-17,2024-08-18,Available,OriginatePro
L-100941,B-72654,Auto,2021-01-17,2030-11-26,69239.07,53713.02,0.0932,120,WY,Credit Card Refinancing,D,5 years,50k-100k,Late (31-120 days),173,Delta Financial,2022-04-18,2024-01-11,Expired,Manual
L-100942,B-80636,Student,2021-02-18,2030-12-28,431983.38,90965.01,0.1147,120,NC,Credit Card Refinancing,F,8 years,100k-150k,Fully Paid,0,Delta Financial,2022-03-27,2024-06-26,Pending,OriginatePro
L-100943,B-75802,Mortgage,2021-06-01,2024-05-16,483979.03,362952.48,0.0814,36,MI,Debt Consolidation,B,0 years,<50k,Current,0,Beta Loan Servicers,2023-09-29,2024-05-12,Missing,OriginatePro
L-100944,B-19535,Mortgage,2019-06-22,2022-06-06,400659.49,318439.39,0.0383,36,AL,Credit Card Refinancing,C,15 years,<50k,Charged Off,83,Delta Financial,2021-02-09,2024-03-22,Available,LendingWeb
L-100945,B-49749,Personal,2023-10-31,2053-05-26,195983.69,116800.36,0.116,360,GA,Major Purchase,G,7 years,>150k,Default,194,Delta Financial,2025-12-05,2024-05-21,Expired,OriginatePro
L-100946,B-10834,Mortgage,2022-02-09,2027-01-14,460024.35,151960.12,0.144,60,CA,Medical Expenses,B,5 years,<50k,Fully Paid,0,Beta Loan Servicers,2022-09-21,2024-02-05,Missing,OriginatePro
L-100947,B-94560,Auto,2021-06-02,2024-05-17,34197.32,23617.94,0.1363,36,ND,Home Improvement,D,8 years,>150k,Late (16-30 days),19,Delta Financial,2022-06-20,2024-01-18,Missing,Manual
L-100948,B-62956,Auto,2023-02-11,2028-01-16,394526.86,323465.2,0.0876,60,MA,Credit Card Refinancing,F,11 years,100k-150k,Default,65,Delta Financial,2023-08-18,2024-01-11,Missing,Legacy
L-100949,B-76968,Student,2022-04-16,2027-03-21,366130.35,151576.67,0.0959,60,ID,Other,D,3 years,>150k,Late (16-30 days),17,Delta Financial,2024-04-18,2024-04-07,Expired,OriginatePro
L-100950,B-83988,Mortgage,2018-04-30,2028-03-08,94985.68,21291.36,0.1446,120,SC,Home Improvement,F,13 years,50k-100k,Current,0,Delta Financial,2020-08-25,2024-06-22,Available,LendingWeb
L-100951,B-40968,Mortgage,2020-08-26,2025-07-31,165925.74,64869.3,0.1457,60,OR,Medical Expenses,B,10 years,100k-150k,Late (31-120 days),137,Alpha Servicing,2022-02-07,2024-08-24,Expired,OriginatePro
,B-31176,Student,2021-04-02,2026-03-07,471239.68,262402.73,0.0613,60,KY,Medical Expenses,G,15 years,<50k,Late (16-30 days),30,Delta Financial,2023-01-10,2024-08-01,Missing,OriginatePro
L-100953,B-67690,Auto,2019-10-26,2022-10-10,168899.31,106976.84,0.1015,36,WI,Medical Expenses,D,3 years,50k-100k,Default,114,Beta Loan Servicers,2021-07-10,2024-04-05,Missing,Legacy
L-100954,B-98502,Auto,2019-07-06,2029-05-14,201580.19,147651.16,0.1336,120,OK,Home Improvement,B,1 years,<50k,Late (31-120 days),172,Delta Financial,2021-04-17,2024-08-17,Expired,LendingWeb
L-100955,B-99600,Mortgage,2022-03-05,2032-01-12,96404.82,58801.32,0.0773,120,AR,Debt Consolidation,B,0 years,100k-150k,Late (31-120 days),91,Delta Financial,2024-01-24,2024-02-27,Pending,Legacy
L-100956,B-70321,Auto,2021-11-21,2026-10-26,477276.63,380678.37,0.0985,60,CO,Debt Consolidation,G,4 years,50k-100k,Closed,0,Gamma Collections,2023-10-31,2024-01-03,Pending,OriginatePro
L-100957,B-72648,Personal,2023-09-26,2028-08-30,33060.88,25079.96,0.1394,60,OR,Major Purchase,D,2 years,50k-100k,Fully Paid,0,Delta Financial,2024-01-29,2024-02-05,Expired,Legacy
L-100958,B-93006,Mortgage,2019-09-14,2022-08-29,107586.58,20921.65,0.1124,36,VT,Major Purchase,D,14 years,50k-100k,Current,0,Alpha Servicing,2021-06-25,2024-02-04,Available,Manual
L-100959,B-62782,Auto,2019-06-15,2024-05-19,25716.3,15275.65,0.0338,60,FL,Other,C,16 years,>150k,Late (16-30 days),19,Beta Loan Servicers,2019-08-21,2024-05-19,Missing,Manual
L-100960,B-59844,Personal,2020-05-03,2023-04-18,331866.92,154077.38,0.1352,36,MD,Medical Expenses,A,4 years,100k-150k,Late (16-30 days),17,Alpha Servicing,2021-03-20,2024-01-26,Expired,OriginatePro
L-100961,B-54191,Auto,2021-08-30,2026-08-04,79313.4,26123.48,0.0455,60,PA,Home Improvement,F,11 years,100k-150k,Fully Paid,0,Delta Financial,2024-02-05,2024-02-26,Available,OriginatePro
L-100962,B-97418,Personal,2019-06-10,2049-01-03,412629.35,297543.06,0.0575,360,NJ,Debt Consolidation,B,8 years,50k-100k,Default,122,Gamma Collections,2021-01-12,2024-06-13,Pending,OriginatePro
L-100963,B-37788,Auto,2020-11-28,2023-11-13,444610.64,321372.06,0.0331,36,NM,Debt Consolidation,D,3 years,100k-150k,Charged Off,72,Delta Financial,2021-08-21,2024-08-09,Available,OriginatePro
L-100964,B-88520,Auto,2022-12-20,2025-12-04,218454.84,172485.7,0.0327,36,IA,Home Improvement,B,9 years,<50k,Late (31-120 days),112,Gamma Collections,2025-06-21,2024-03-27,Available,OriginatePro
L-100965,B-47415,Auto,2020-10-19,2023-10-04,66723.87,39561.23,0.139,36,MT,Major Purchase,E,20 years,>150k,Late (31-120 days),139,Gamma Collections,2022-08-17,2024-02-12,Expired,LendingWeb
L-100966,B-58754,Personal,2022-10-08,2027-09-12,473156.23,142431.84,0.131,60,FL,Credit Card Refinancing,D,13 years,<50k,Current,0,Alpha Servicing,2024-05-28,2024-01-25,Available,Legacy
L-100967,B-15076,Mortgage,2018-04-20,2047-11-14,279152.46,50331.68,0.0778,360,WI,Debt Consolidation,D,5 years,>150k,Charged Off,41,Alpha Servicing,2019-10-31,2024-02-26,Pending,Manual
L-100968,B-24077,Mortgage,2018-05-05,2021-04-19,487229.58,488229.58,0.0856,36,IL,Medical Expenses,A,13 years,>150k,Current,0,Beta Loan Servicers,2018-07-29,2024-08-23,Missing,LendingWeb
L-100969,B-20447,Auto,2021-03-24,2031-01-31,485134.79,418724.7,0.089,120,IL,Major Purchase,B,3 years,50k-100k,Current,0,Alpha Servicing,2022-11-22,2024-07-06,Pending,LendingWeb
L-100970,B-68565,Student,2022-10-26,2032-09-03,250606.2,66072.2,0.0974,120,MI,Home Improvement,F,6 years,>150k,Late (16-30 days),29,Delta Financial,2025-06-26,2024-05-27,Expired,Manual
L-100971,B-67253,Mortgage,2018-11-20,2028-09-28,294647.86,153126.35,0.1297,120,VT,Major Purchase,A,1 years,<50k,Late (31-120 days),134,Delta Financial,2020-02-28,2024-02-10,Pending,Legacy
L-100972,B-18888,Auto,2018-07-27,2048-02-20,296314.57,187635.04,0.0449,360,KY,Debt Consolidation,A,20 years,100k-150k,Charged Off,91,Alpha Servicing,2020-12-13,2024-05-19,Available,LendingWeb
L-100973,B-42675,Auto,2021-07-21,2026-06-25,25936.98,15262.53,0.0902,60,PA,Credit Card Refinancing,F,19 years,>150k,Default,186,Delta Financial,2023-06-05,2024-04-21,Available,OriginatePro
L-100974,B-70718,Student,2019-05-08,2048-12-01,194199.52,105884.11,0.0651,360,NE,Major Purchase,A,4 years,50k-100k,Default,104,Alpha Servicing,2020-10-15,2024-08-19,Pending,OriginatePro
L-100975,B-40578,Mortgage,2021-08-13,2051-03-09,95592.59,65918.2,0.146,360,TX,Medical Expenses,E,9 years,<50k,Charged Off,145,Alpha Servicing,2021-11-19,2024-05-06,Expired,OriginatePro
L-100976,B-13448,Mortgage,2023-03-29,2026-03-13,260207.77,196678.3,0.0949,36,HI,Debt Consolidation,A,13 years,<50k,Closed,0,Beta Loan Servicers,2025-03-04,2024-01-21,Pending,Legacy
L-100977,B-81532,Auto,2020-08-21,2030-06-30,343751.35,240880.51,0.0986,120,RI,Medical Expenses,G,18 years,>150k,Late (16-30 days),30,Alpha Servicing,2020-12-14,2024-08-01,Pending,Legacy
L-100978,B-19254,Student,2020-12-01,2030-10-10,269876.45,61686.49,0.0444,120,MN,Medical Expenses,E,7 years,>150k,Charged Off,126,Delta Financial,2023-08-12,2024-01-18,Missing,Legacy
L-100979,B-13367,Personal,2018-07-11,2048-02-04,239782.28,114764.64,0.0412,360,ID,Home Improvement,D,18 years,<50k,Late (31-120 days),183,Delta Financial,2018-11-11,2024-02-06,Expired,LendingWeb
L-100980,B-31672,Student,2023-08-30,2028-08-03,234362.74,164458.25,0.0994,60,TX,Major Purchase,F,20 years,<50k,Late (31-120 days),42,Gamma Collections,2024-05-20,2024-02-09,Available,Manual
L-100981,B-24744,Personal,2022-10-16,2025-09-30,249705.96,135210.39,0.0598,36,NY,Credit Card Refinancing,F,17 years,50k-100k,Late (31-120 days),127,Gamma Collections,2023-03-04,2024-08-19,Expired,OriginatePro
L-100982,B-48384,Auto,2022-09-24,2032-08-02,418367.87,167787.14,0.0956,120,WA,Credit Card Refinancing,E,13 years,<50k,Late (31-120 days),146,Gamma Collections,2023-03-28,2024-02-15,Available,OriginatePro
L-100983,B-83509,Personal,2019-02-23,2048-09-18,75458.15,66779.03,0.0727,360,WI,Home Improvement,G,20 years,>150k,Late (31-120 days),169,Beta Loan Servicers,2019-03-25,2024-04-09,Expired,OriginatePro
L-100984,B-90488,Auto,2022-11-21,2027-10-26,492581.16,204988.05,0.0482,60,WI,Medical Expenses,D,19 years,<50k,Default,36,Alpha Servicing,2023-03-22,2024-05-03,Missing,Legacy
L-100985,B-86873,Mortgage,2022-01-05,2026-12-10,499296.6,398691.45,0.1158,60,CT,Home Improvement,B,15 years,>150k,Current,0,Gamma Collections,2022-08-14,2024-04-02,Pending,LendingWeb
L-100986,B-82914,Auto,2022-06-29,2032-05-07,390980.63,258150.98,0.1392,120,MS,Credit Card Refinancing,G,9 years,>150k,Late (16-30 days),20,Alpha Servicing,2024-04-20,2024-02-14,Pending,Legacy
L-100987,B-35329,Personal,2021-01-25,2024-01-10,394910.49,171040.75,0.1314,36,NM,Other,D,2 years,50k-100k,Fully Paid,0,Gamma Collections,2022-10-25,2024-01-18,Available,Manual
L-100988,B-70519,Mortgage,2019-02-01,2028-12-10,44411.63,14064.99,0.4293705732520245,120,CT,Home Improvement,G,10 years,50k-100k,Default,191,Delta Financial,2021-10-27,2024-05-18,Expired,OriginatePro
L-100989,B-86253,Student,2022-12-09,2032-10-17,465503.35,188496.24,0.0675,120,CO,Credit Card Refinancing,C,18 years,100k-150k,Late (31-120 days),199,Alpha Servicing,2023-05-01,2024-02-20,Missing,OriginatePro
L-100990,B-17679,Student,2022-01-19,2026-12-24,350010.49,141821.43,0.1134,60,MN,Debt Consolidation,A,15 years,<50k,Default,46,Beta Loan Servicers,2024-06-19,2024-07-07,Expired,LendingWeb
L-100991,B-42578,Student,2019-05-31,2022-05-15,259760.55,79986.58,0.0747,36,AR,Major Purchase,D,0 years,<50k,Current,0,Gamma Collections,2021-10-03,2024-03-10,Pending,OriginatePro
L-100992,B-16154,Personal,2022-03-22,2051-10-16,342792.16,109411.5,0.1384,360,OK,Medical Expenses,D,13 years,>150k,Default,43,Gamma Collections,2024-07-07,2024-07-09,Missing,Legacy
L-100993,B-50729,Personal,2022-10-02,2032-08-10,247564.51,112512.34,0.0945,120,AK,Medical Expenses,D,9 years,100k-150k,Late (16-30 days),19,Alpha Servicing,2024-01-10,2024-03-08,Pending,LendingWeb
L-100994,B-63010,Student,2019-06-20,2024-05-24,386360.23,142646.46,0.0647,60,CT,Major Purchase,F,10 years,100k-150k,Late (16-30 days),30,Alpha Servicing,2019-07-29,2024-07-06,Missing,Legacy
L-100995,B-32925,Mortgage,2021-04-19,2026-03-24,481823.09,355852.14,0.0814,60,NM,Other,F,15 years,100k-150k,Default,65,Gamma Collections,2023-02-05,2024-02-13,Available,Legacy
L-100996,B-20363,Mortgage,2021-02-24,2024-02-09,50688.58,41999.3,0.1322,36,KY,Medical Expenses,G,16 years,>150k,Current,0,Alpha Servicing,2023-05-13,2024-01-04,Expired,Manual
L-100997,B-73071,Student,Not A Date,2024-05-12,437936.31,104365.18,0.1015,60,MN,Major Purchase,G,0 years,100k-150k,Default,65,Delta Financial,2021-09-26,2024-05-28,Missing,Manual
L-100998,B-19979,Mortgage,2019-03-31,2024-03-04,31468.25,16458.19,0.0575,60,WI,Major Purchase,C,7 years,>150k,Late (31-120 days),181,Delta Financial,2021-10-03,2024-01-15,Pending,OriginatePro
L-100999,B-58299,Personal,2023-10-07,2028-09-10,158332.66,5000.0,0.0969,60,WI,Home Improvement,E,10 years,100k-150k,Closed,99,Alpha Servicing,2023-12-08,2024-07-09,Pending,LendingWeb
L-101000,B-47382,Student,2021-10-18,2026-09-22,435585.81,338192.29,0.0392,60,FL,Home Improvement,B,14 years,100k-150k,Closed,0,Delta Financial,2023-10-16,2024-02-15,Expired,Manual
L-101001,B-37037,Mortgage,2021-04-17,2026-03-22,247196.18,30791.76,0.1341,60,OK,Medical Expenses,D,5 years,<50k,Default,121,Alpha Servicing,2023-03-18,2024-01-26,Available,Manual
L-101002,B-42366,Auto,2020-11-10,2030-09-19,358805.3,91671.0,0.0764,120,IA,Credit Card Refinancing,F,17 years,50k-100k,Late (31-120 days),190,Beta Loan Servicers,2021-11-13,2024-04-10,Available,Legacy
L-101003,B-93148,Auto,2023-10-10,2026-09-24,359001.92,149729.37,0.0869,36,ME,Medical Expenses,A,13 years,100k-150k,Late (16-30 days),20,Gamma Collections,2024-07-26,2024-06-09,Pending,Manual
L-101004,B-17010,Mortgage,2022-01-21,2025-01-05,240180.16,143059.2,0.084,36,OK,Debt Consolidation,A,20 years,100k-150k,Late (16-30 days),26,Alpha Servicing,2022-07-20,2024-08-17,Pending,Manual
L-101005,B-91539,Student,2023-12-02,2028-11-05,442975.61,315162.68,0.1019,60,MD,Credit Card Refinancing,D,18 years,50k-100k,Closed,0,Delta Financial,2024-04-17,2024-05-27,Expired,OriginatePro
L-101006,B-43265,Student,2020-08-10,2023-07-26,406060.79,320576.19,0.1484,36,OH,Other,D,8 years,50k-100k,Late (31-120 days),64,Beta Loan Servicers,2023-01-08,2024-04-19,Expired,OriginatePro
L-101007,B-78349,Mortgage,2020-09-02,2023-08-18,79719.2,15161.29,0.1075,36,OK,Major Purchase,A,12 years,50k-100k,Charged Off,84,Beta Loan Servicers,2022-03-15,2024-01-23,Missing,OriginatePro
L-101008,B-29097,Auto,2018-07-03,2021-06-17,12376.9,3515.23,0.1367,36,AK,Debt Consolidation,F,16 years,>150k,Default,142,Delta Financial,2018-11-27,2024-01-01,Expired,Manual
L-101009,B-25951,Auto,2018-12-09,2028-10-17,98728.66,40179.87,0.0412,120,AR,Other,B,17 years,100k-150k,Late (31-120 days),197,Beta Loan Servicers,2020-10-25,2024-02-19,Available,Manual
L-101010,B-46223,Student,2019-07-21,2024-06-24,160856.61,68675.23,0.1479,60,MA,Other,G,3 years,<50k,Current,0,Beta Loan Servicers,2021-09-08,2024-01-15,Expired,OriginatePro
L-101011,B-10459,Personal,2021-02-16,2030-12-26,476485.95,271911.97,0.0825,120,CA,Credit Card Refinancing,A,1 years,>150k,Default,130,Delta Financial,2021-12-18,2024-02-03,Available,Manual
L-101012,B-58623,Personal,2018-12-21,2021-12-05,353519.43,287569.42,0.1431,36,ME,Debt Consolidation,G,14 years,100k-150k,Current,0,Delta Financial,2020-10-09,2024-05-25,Expired,Legacy
L-101013,B-78523,Auto,2022-02-13,2027-01-18,217798.77,117303.76,0.0653,60,GA,Major Purchase,E,18 years,>150k,Late (16-30 days),22,Delta Financial,2024-05-26,2024-01-17,Missing,Manual
L-101014,B-83142,Auto,2023-04-20,2052-11-13,391886.69,61964.45,0.0337,360,PA,Major Purchase,B,11 years,>150k,Closed,0,Alpha Servicing,2024-12-23,2024-08-13,Available,OriginatePro
L-101015,B-26581,Auto,2018-12-23,2023-11-27,218648.41,144577.71,0.1486,60,NJ,Other,E,18 years,50k-100k,Default,34,Gamma Collections,2019-04-12,2024-01-25,Pending,OriginatePro
L-101016,B-19547,Student,2022-01-19,2031-11-28,257695.9,226054.02,0.0441,120,NY,Major Purchase,C,2 years,50k-100k,Default,106,Delta Financial,2023-10-27,2024-03-26,Available,Legacy
L-101017,B-81016,Mortgage,2021-02-22,2024-02-07,306233.08,175709.34,0.1428,36,NV,Credit Card Refinancing,B,5 years,50k-100k,Charged Off,153,Gamma Collections,2022-08-30,2024-02-15,Available,LendingWeb
L-101018,B-58030,Personal,2019-06-25,2022-06-09,412537.21,155645.82,0.0652,36,NY,Debt Consolidation,C,13 years,50k-100k,Current,0,Beta Loan Servicers,2019-12-01,2024-06-16,Available,Legacy
L-101019,B-16524,Auto,2022-06-24,2027-05-29,463043.68,379131.43,0.0792,60,AR,Major Purchase,B,6 years,50k-100k,Late (31-120 days),151,Beta Loan Servicers,2023-12-21,2024-03-18,Pending,LendingWeb
L-101020,B-10662,Auto,2018-12-31,2048-07-26,262484.47,224753.87,0.128,360,ID,Home Improvement,F,8 years,>150k,Late (16-30 days),17,Beta Loan Servicers,2020-04-03,2023-01-01,Pending,Legacy
L-101021,B-73107,Auto,2018-08-30,2028-07-08,471770.72,289282.42,0.1204,120,XX,Debt Consolidation,A,18 years,100k-150k,Current,0,Beta Loan Servicers,2021-02-09,2024-08-26,Available,Legacy
L-101022,B-51285,Mortgage,2022-10-17,2025-10-01,375028.11,50589.67,0.0735,36,NH,Debt Consolidation,G,18 years,50k-100k,Late (16-30 days),16,Alpha Servicing,2024-03-03,2024-02-26,Expired,LendingWeb
L-101023,B-99192,Auto,2018-01-19,2047-08-15,131930.71,87144.04,0.1486,360,CO,Medical Expenses,E,9 years,100k-150k,Fully Paid,0,Gamma Collections,2018-10-08,2024-03-26,Expired,Manual
L-101024,B-87738,Mortgage,2022-08-16,2032-06-24,70095.01,21426.13,0.1448,120,WY,Debt Consolidation,D,2 years,50k-100k,Default,82,Gamma Collections,2024-12-23,2024-02-07,Available,Legacy
L-101025,B-43792,Personal,2018-07-05,2023-06-09,179138.53,98380.06,0.1033,60,IA,Other,B,2 years,>150k,Late (31-120 days),85,Gamma Collections,2019-10-26,2024-05-17,Missing,LendingWeb
L-101026,B-29842,Student,2023-12-11,2026-11-25,205787.63,65524.18,0.0955,36,AZ,Other,D,14 years,50k-100k,Charged Off,171,Beta Loan Servicers,2026-01-13,2024-05-10,Missing,LendingWeb
L-101027,B-33183,Personal,2020-07-22,2050-02-15,460962.98,340298.96,0.1057,360,MD,Major Purchase,B,17 years,<50k,Late (31-120 days),116,Alpha Servicing,2021-11-20,2024-08-09,Available,Manual
L-101028,B-57199,Student,2021-10-06,2031-08-15,44630.5,38772.16,0.0491,120,OR,Home Improvement,F,0 years,<50k,Charged Off,116,Gamma Collections,2022-02-22,2024-01-16,Pending,Legacy
L-101029,B-97304,Auto,2020-08-14,2023-07-30,475765.78,426964.16,0.0855,36,NC,Major Purchase,A,19 years,<50k,Late (16-30 days),21,Gamma Collections,2022-09-04,2024-08-22,Expired,Legacy
L-101030,B-33219,Mortgage,2018-04-08,2047-11-02,359957.95,142816.64,0.0581,360,LA,Other,A,5 years,<50k,Current,0,Beta Loan Servicers,2018-11-10,2024-08-11,Pending,Legacy
L-101031,B-11386,Mortgage,2022-09-07,2025-08-22,44075.26,5000.0,0.0558,36,WA,Home Improvement,C,20 years,100k-150k,Closed,193,Gamma Collections,2022-11-08,2024-08-10,Available,Manual
L-101032,B-23093,Student,2020-02-23,2025-01-27,234529.32,-500.0,0.1417,60,VA,Other,E,11 years,<50k,Late (16-30 days),26,Alpha Servicing,2020-05-12,2024-01-13,Pending,OriginatePro
L-101033,B-49854,Auto,2020-04-12,2023-03-28,6487.08,2455.8,0.1425,36,IN,Major Purchase,A,16 years,100k-150k,Current,0,Alpha Servicing,2021-11-18,2024-05-21,Available,OriginatePro
L-101034,B-95713,Personal,2019-12-15,2029-10-23,176323.55,123432.52,0.1391,120,UT,Medical Expenses,C,4 years,<50k,Late (31-120 days),130,Alpha Servicing,2020-02-17,2024-01-14,Expired,Legacy
L-101035,B-94426,Auto,2022-06-18,2052-01-12,471737.77,390158.55,0.0957,360,CA,Medical Expenses,D,14 years,>150k,Late (31-120 days),42,Beta Loan Servicers,2023-11-20,2024-05-23,Missing,OriginatePro
L-101036,B-96797,Mortgage,2021-03-29,2031-02-05,292621.32,254739.77,0.075,120,IA,Debt Consolidation,A,12 years,>150k,Default,127,Beta Loan Servicers,2022-04-05,2024-06-01,Missing,OriginatePro
L-101037,B-92953,Personal,2018-02-15,2021-01-30,249148.98,221317.68,0.0676,36,FL,Major Purchase,B,9 years,<50k,Default,168,Gamma Collections,2018-09-21,2024-01-21,Missing,OriginatePro
L-101038,B-38683,Mortgage,2021-06-14,2031-04-23,428725.68,66793.41,0.1185,120,AZ,Medical Expenses,A,20 years,>150k,Closed,0,Alpha Servicing,2022-07-13,2024-04-01,Expired,LendingWeb
L-101039,B-41847,Auto,2019-09-13,2022-08-28,48751.19,20186.19,0.0564,36,FL,Medical Expenses,A,9 years,100k-150k,Default,116,Delta Financial,2020-09-08,2024-03-03,Missing,Manual
L-101040,B-50853,Mortgage,2022-06-07,2025-05-22,119317.86,92415.43,0.0803,36,ID,Debt Consolidation,F,4 years,>150k,Late (31-120 days),121,Beta Loan Servicers,2022-09-24,2024-05-15,Expired,Legacy
L-101041,B-88097,Mortgage,2018-01-05,2047-08-01,61694.55,45710.88,0.131,360,IA,Other,G,17 years,<50k,Late (16-30 days),19,Delta Financial,2020-01-22,2024-03-04,Missing,Legacy
L-101042,B-56212,Auto,2023-11-10,2053-06-05,362780.75,235486.92,0.0979,360,NV,Debt Consolidation,G,3 years,>150k,Late (16-30 days),24,Gamma Collections,2024-11-14,2024-02-24,Pending,Manual
L-101043,B-71662,Mortgage,2019-01-21,2048-08-16,280226.42,37989.08,0.036,360,WY,Credit Card Refinancing,B,15 years,50k-100k,Current,0,Delta Financial,2020-11-04,2024-03-17,Expired,OriginatePro
L-101044,B-76724,Personal,2021-09-20,2031-07-30,433785.16,271499.72,0.1495,120,FL,Home Improvement,F,15 years,50k-100k,Current,0,Alpha Servicing,2022-04-19,2024-04-20,Pending,OriginatePro
L-101045,B-91955,Mortgage,2019-07-09,2024-06-12,34284.0,5860.66,0.0634,60,LA,Other,B,4 years,<50k,Current,0,Delta Financial,2020-08-10,2024-04-23,Available,OriginatePro
L-101046,B-92221,Auto,2019-06-07,2022-05-22,-1000.0,281527.06,0.0632,36,VA,Other,B,7 years,50k-100k,Late (16-30 days),27,Delta Financial,2020-11-27,2024-06-28,Missing,Legacy
L-101047,B-41942,Personal,2020-03-05,2023-02-18,449763.02,318181.81,0.0904,36,NE,Credit Card Refinancing,A,13 years,100k-150k,Default,81,Alpha Servicing,2022-03-03,2024-01-12,Missing,Manual
L-101048,B-69889,Student,2021-12-28,2051-07-24,452031.22,79902.41,0.0945,360,FL,Debt Consolidation,F,0 years,50k-100k,Charged Off,53,Delta Financial,2023-12-27,2024-02-16,Pending,Manual
L-101049,B-89707,Auto,2019-10-14,2024-09-17,64069.16,46650.46,0.0616,60,WV,Medical Expenses,G,8 years,<50k,Charged Off,130,Delta Financial,2020-04-27,2024-03-19,Available,OriginatePro
L-101050,B-25534,Student,2023-06-18,2026-06-02,253038.17,99574.06,0.0969,36,MS,Major Purchase,G,12 years,>150k,Closed,0,Alpha Servicing,2024-08-13,2024-04-23,Expired,OriginatePro
L-101051,B-21024,Student,2022-01-22,2031-12-01,34920.06,19728.81,0.1235,120,KY,Credit Card Refinancing,F,1 years,>150k,Default,131,Beta Loan Servicers,2024-01-23,2024-05-20,Missing,OriginatePro
L-101052,B-84390,Student,2021-11-09,2024-10-24,154638.93,90249.56,0.0501,36,IL,Home Improvement,G,5 years,>150k,Late (16-30 days),22,Alpha Servicing,2022-03-09,2024-05-05,Pending,OriginatePro
